timestamp,price
2025-04-11 12:53:39,1582.03
2025-04-11 12:53:50,1582.03
2025-04-11 13:01:55,1580.90
2025-04-11 13:02:06,1580.90
2025-04-11 13:02:17,1580.27
2025-04-11 18:38:30,1564.09
2025-04-11 18:38:41,1563.72
2025-04-11 18:40:53,1564.42
2025-04-11 18:41:50,1564.65
2025-04-11 18:42:01,1564.65
2025-04-11 18:42:11,1564.65
